LOC,VEH_SER_NO,INSP_COMT,TS_LOAD,FOUND_INSP_TEAM,RESP_INSP_TEAM,RESP_INSP_OPRUNT
17,ALP937,Bquis bad ba bsed bmontes.,6-Mar-17,507,,
17,ALP937,Bcras bet.,6-Mar-17,507,,
17,ALP937,Bdiam bat bet bnon ba bmetus ba bligula ba baccumsan ba.,6-Mar-17,507,,
17,ALP937,Bamet bet beu bnon but ba ba ba but bproin ba bac ba.,6-Mar-17,507,409,400
17,FTO836,Beros bac.,6-Mar-17,517,,
17,ALP937,Barcu bmi ba beu ba bmontes ba bad.,6-Mar-17,507,,
17,SGN329,Bquis bac.,6-Mar-17,517,503,500
17,FTO836,Beget bad ba ba bin ba bsem bneque bve bat barcu bdui.,6-Mar-17,517,,
17,XPR275,Bnisl bve ba bpurus bin ba.,6-Mar-17,409,,
17,SGN329,Bcras bmi ba ba ba bquam bin bnisi.,6-Mar-17,517,,
17,FTO836,Bnisi bid ba ba ba bet bquis bdis.,6-Mar-17,517,,
17,NGC871,Bnunc bin ba bin bad best bet bcongue ba ba.,6-Mar-17,629,,
17,CNZ205,Bante but ba ba beni bsit bid ba ba bad.,6-Mar-17,209,,
17,DTP539,Bquis bin ba bper.,6-Mar-17,413,,
17,CNZ205,Bamet bat ba but beu bnec but binceptos ba bmus bcondimentum ba bet blibero.,6-Mar-17,209,,
17,WDM529,Bnisi bac.,6-Mar-17,629,,
17,PEK163,Bnisi but bquisque bhabitant bsit ba bfusce bamet bdiam.,6-Mar-17,511,,200
17,PEK163,Beget bad ba ba bnam ba bcum ba bpurus bvel.,6-Mar-17,511,,
17,PEK163,Bnibh bmi ba ba ba ba bvenenatis.,6-Mar-17,511,,
17,CSD174,Bante bat ba ba bad blectus.,6-Mar-17,509,,
17,XSF309,Bduis beu.,6-Mar-17,629,,
17,XYI250,Barcu beu ba ba ba ba bat blitora.,6-Mar-17,629,,
17,ELI075,Barcu bid.,6-Mar-17,513,,
17,EPB160,Bante but ba ba bdolor baptent ba blitora baptent.,6-Mar-17,629,,
17,XYI250,Bante bat bid beni bsem.,6-Mar-17,629,,
17,XYI250,Bquis bac ba ba barcu burna ba bnon ba ba ba.,6-Mar-17,629,,
17,XYI250,Bquam bmi ba bet.,6-Mar-17,629,,
17,OQA530,Bduis bin ba bquam ba ba ba bmi.,6-Mar-17,515,209,200
17,XYI250,Bnunc bmi bac bnec belementum bsemper bnon bornare ba bdictum ba btempor beu.,6-Mar-17,629,,
17,XYI250,Borci beu ba berat benim bullamcorper bcongue bet ba bturpis bante.,6-Mar-17,629,,
17,MQH836,Bpede beu ba borci ba bpulvinar ba.,6-Mar-17,209,,
17,XYI250,Berat bat blaoreet betiam ba.,6-Mar-17,629,,
17,ELI075,Bdiam bin ba ba ba ba bad bmollis ba.,6-Mar-17,513,,
17,ITO673,Bdiam bat ba bet beu.,6-Mar-17,629,,
17,YKZ247,Bamet bet ba ba ba ba bin bmassa.,6-Mar-17,629,,
17,ZYA587,Belit bid.,6-Mar-17,413,,
17,TPD286,Bante bmi bat.,6-Mar-17,507,,
17,YKZ247,Berat bid bve bsit beu baptent.,6-Mar-17,629,,
17,YKZ247,Bduis bmi ba bjusto bproin ba btorquent ba bauctor ba bfacilisi ba.,6-Mar-17,629,,
17,YKZ247,Bnisi bve bat bodio ba ba bmollis bduis.,6-Mar-17,629,,
17,YKZ247,Bodio beu ba ba bper bjusto bcursus ba ba ba.,6-Mar-17,629,,
17,TPD286,Bamet but bmi bmassa ba bnisi bad ba bet.,6-Mar-17,507,,
17,YKZ247,Borci bac bad bnon ba ba ba bnibh ba.,6-Mar-17,629,,
17,MBP046,Bnisl but bid bdolor.,6-Mar-17,409,,
17,TPD286,Beget bad ba bvivamus bhac ba blibero.,6-Mar-17,507,,
17,TNY179,Burna bin ba bultricies best bid.,6-Mar-17,515,,
17,TPD286,Bquam bac ba bmorbi btaciti bnam bsem bmi bporta bid bcurabitur bmagna bat but bdui.,6-Mar-17,507,,
17,MRI015,Bduis bid.,6-Mar-17,209,,
17,TPD286,Bnisi bad ba bper ba ba bet bin bodio ba.,6-Mar-17,507,,
17,TPD286,Bante bin ba bsit bclass bin bvarius blectus ba ba barcu ba ba bipsum.,6-Mar-17,507,,
17,LMN504,Bnibh but.,6-Mar-17,409,,
17,TNY179,Beros bve bin ba.,6-Mar-17,515,,
17,LMN504,Bquam but ba beros beu ba.,6-Mar-17,409,,
17,LMN504,Bnisi bin ba ba.,6-Mar-17,409,,
17,CXD285,Barcu bve ba bnec bvelit ba bvitae beu.,6-Mar-17,511,,
17,EQK798,Bnunc bac ba blorem bporttitor bsed bve ba bac bnunc brutrum.,6-Mar-17,515,,
17,TNY179,Bante bad.,6-Mar-17,515,,
17,LMN504,Bpede bac ba bcum borci ba bfusce bve.,6-Mar-17,409,,
17,CXD285,Beros bac ba bnec bipsum bultrices blacus bante bid ba bve ba ba ba.,6-Mar-17,511,,
17,JYI091,Bnibh bin ba bdui beu bsuscipit ba ba ba.,6-Mar-17,509,,
17,SYB619,Bcras beu ba bnam bvitae ba ba bac bve ba ba ba.,6-Mar-17,513,,
17,GYI954,Bamet bve ba bligula ba ba ba bduis bin ba bfelis ba ba bat ba.,6-Mar-17,409,,
17,SYB619,Burna bid ba bdiam ba bmus btempor ba.,6-Mar-17,513,,
17,XSF309,Bamet bet.,6-Mar-17,517,503,500
17,XSF309,Borci bet ba ba bpede ba bmassa bve ba.,6-Mar-17,517,503,500
17,XSF309,Bnisl bad bduis barcu bornare bporta ba ba.,6-Mar-17,517,501,500
17,TPG078,Bnisl beu bmi bnisi bligula bnec bin but bper ba.,6-Mar-17,409,,
17,TPG078,Bamet bat bin bsociis bodio beu ba bligula bsem ba bligula.,6-Mar-17,409,,
17,JDY852,Bdiam bid bviverra bnulla bad ba ba ba bnunc.,6-Mar-17,517,,
17,HQD748,Bodio but ba bper ba btempor ba ba.,6-Mar-17,409,,
17,KQN543,Bcras bmi bad blacus but bsit ba ba bpede ba bmagnis ba blitora.,6-Mar-17,509,,
17,AMZ845,Beros bin.,6-Mar-17,409,,
17,TQL981,Bduis bad.,6-Mar-17,507,413,400
17,TQL981,Bpede bid ba ba ba btellus bmus bmetus.,6-Mar-17,507,411,400
17,TQL981,Bnunc bid ba ba bcum ba borci.,6-Mar-17,507,,
17,TQL981,Benim bac ba ba.,6-Mar-17,507,,
17,TQL981,Bdiam but.,6-Mar-17,507,,
17,TQL981,Bnibh but bodio bamet.,6-Mar-17,507,,
17,TQL981,Bpede beu ba ba bcum.,6-Mar-17,507,,
17,TQL981,Bcras bet but bodio bquis bin ba bdui ba.,6-Mar-17,507,,
17,TQL981,Bnibh bin ba ba ba beu bprimis bmagna.,6-Mar-17,507,409,400
17,OIF375,Bodio bet ba bid bsed ba ba ba but bnon but bduis.,6-Mar-17,629,,
17,CVE258,Bdiam bad ba ba bcubilia ba bve bamet.,6-Mar-17,511,,
17,TCS146,Bdiam bve ba bcum ba ba bmi ba ba btellus.,6-Mar-17,517,,
17,YPV702,Burna bin bac ba ba.,6-Mar-17,629,,
17,CVE258,Bnisi beu ba.,6-Mar-17,511,,
17,TQL981,Bcras bac.,6-Mar-17,507,,
17,EUL768,Bdiam bad.,6-Mar-17,409,,
17,SLP187,Bcras bat ba ba ba beu ba bsem beu.,6-Mar-17,101,,
17,WXK853,Bodio but ba bante ba blitora barcu bcurabitur.,6-Mar-17,409,,
17,EUL768,Bante bmi.,6-Mar-17,409,,
17,QME682,Bduis bve ba ba ba ba ba bmagnis ba bmattis.,6-Mar-17,629,,
17,FNG604,Berat but ba ba bodio.,6-Mar-17,629,,
17,TNY179,Bpede but ba bhac ba ba.,6-Mar-17,629,,
17,FNG604,Bnisl but barcu btaciti bmagna ba best bin begestas bnunc.,6-Mar-17,629,,
17,KQN543,Bduis bet ba bbibendum ba bnam bhac ba.,6-Mar-17,509,,
17,TNY179,Bodio bve ba ba ba bet bfaucibus ba brutrum baugue.,6-Mar-17,629,,
17,LNY482,Benim beu ba best bprimis bdolor bnec bnam ba.,6-Mar-17,607,,
17,AKC912,Bquam bad ba bmi bnec ba ba.,6-Mar-17,209,,
17,KQN543,Bnisl bin ba bmus bper btempor bnisl ba.,6-Mar-17,509,,
17,TNY179,Bnunc beu ba best bmi ba ba.,6-Mar-17,629,,
17,AKC912,Bdiam bin bmi bcum bdis bid ba ba.,6-Mar-17,209,,
17,AKC912,Bnunc beu ba ba beu bsed bad.,6-Mar-17,209,,
17,BEM390,Bduis bid.,6-Mar-17,513,,
17,SGN329,Bduis bat.,6-Mar-17,629,,
17,BRL042,Bnisi bat ba bhac bmi bvolutpat ba.,6-Mar-17,413,,
17,BRL042,Bpede beu ba.,6-Mar-17,413,,
17,DFZ024,Beget bin ba bleo btempor bporta ba bproin ba ba ba beu bcras beget.,6-Mar-17,517,,
17,HMX073,Bpede bve.,6-Mar-17,507,413,400
17,HMX073,Bquis bet ba belit bligula ba ba ba blaoreet beni bmi ba beni but.,6-Mar-17,507,,
17,HMX073,Bduis bac ba bauctor btristique ba brutrum bac bsociis.,6-Mar-17,507,,
17,DFZ024,Belit bac bin bjusto ba bsem bpede ba.,6-Mar-17,517,,
17,HMX073,Bpede bad baliquam bduis.,6-Mar-17,507,,
17,HMX073,Bante bac ba bac but ba ba bin.,6-Mar-17,507,,
17,DFZ024,Bante but ba ba.,6-Mar-17,517,,
17,HMX073,Bduis bmi ba ba ba berat ba ba.,6-Mar-17,507,,
17,HMX073,Bcras beu.,6-Mar-17,507,,
17,GYI954,Bquis bmi ba blitora ba.,6-Mar-17,409,,
17,HMX073,Beget beu.,6-Mar-17,507,,
17,ETO603,Borci bad ba bmetus baugue.,6-Mar-17,511,,
17,GYI954,Burna bac bat ba ba.,6-Mar-17,409,,
17,GYI954,Burna bin bet bad bmagna.,6-Mar-17,409,,
17,HMX073,Bante bin ba bnec ba bsapien ba baptent bac.,6-Mar-17,507,,
17,ETO603,Bodio bad ba bdis ba ba ba bvel ba.,6-Mar-17,511,,
17,GYI954,Bpede bmi ba bet ba bper bnulla bsemper ba.,6-Mar-17,409,,
17,MZS530,Bante but ba ba ba bat.,6-Mar-17,107,,
17,DFZ024,Bamet bin bmi ba.,6-Mar-17,517,,
17,GYI954,Borci bac ba bporttitor benim.,6-Mar-17,409,,
17,HMX073,Bpede bve ba bvel bdui.,6-Mar-17,507,,
17,XGW598,Benim bmi bid bac.,6-Mar-17,509,,
17,ZHB578,Bante bad ba bsagittis ba beni bet bodio burna bac bat ba ba.,6-Mar-17,409,,
17,FTO836,Burna bid.,6-Mar-17,629,,
17,RCF947,Burna bin.,6-Mar-17,513,,
17,SGN329,Bcras bad ba bnam but.,6-Mar-17,517,,
17,IQS845,Bnisl but ba bmi bhac bet bquam blectus ba.,6-Mar-17,209,,
17,MBF976,Bquis bat bad ba bsit bdiam bamet ba blacus btempus ba ba ba ba ba.,6-Mar-17,629,,
17,LMN504,Bnibh bet.,6-Mar-17,413,,
17,EJO928,Bnisi bmi ba bnec benim ba bmi.,6-Mar-17,205,,
17,PEK163,Barcu bid bat ba bat bproin ba.,6-Mar-17,515,503,500
17,CNZ205,Bnisi bad ba ba belementum bdui bat bcum bpraesent bid.,6-Mar-17,507,,
17,CNZ205,Benim bac.,6-Mar-17,507,401,400
17,MBF976,Bodio bin ba benim ba ba ba bquisque.,6-Mar-17,629,,
17,CNZ205,Bodio bve.,6-Mar-17,507,,
17,MBF976,Bante beu ba berat ba.,6-Mar-17,629,,
17,WDM529,Borci bad ba best.,6-Mar-17,515,,
17,CNZ205,Bnibh beu.,6-Mar-17,507,409,400
17,TGS974,Bnunc beu ba.,6-Mar-17,517,,
17,CNZ205,Benim bve ba ba ba bnulla baccumsan bnetus bquam bvenenatis bnon bcum but bpotenti.,6-Mar-17,507,,
17,PEK163,Bdiam bad ba.,6-Mar-17,515,,
17,HMJ710,Berat bac ba ba.,6-Mar-17,205,,
17,PEK163,Bquis bac ba ba ba.,6-Mar-17,515,,
17,PEK163,Burna bmi bnisi ba but ba blacus bmus beros.,6-Mar-17,515,,
17,TGS974,Bnunc bac biaculis beleifend bdui ba btaciti bmi bpede.,6-Mar-17,517,,
17,ZYA587,Beget but ba beni.,6-Mar-17,209,,
17,CNZ205,Bamet bve bmi bodio bturpis bnon.,6-Mar-17,507,,
17,ZYA587,Bquam bve ba but bnunc ba ba ba ba bid ba bat.,6-Mar-17,209,,
17,TPG078,Bnibh bin ba ba ba.,6-Mar-17,413,,
17,TPG078,Bnisl bin ba ba beu bdis bid bjusto.,6-Mar-17,413,,
17,CXD285,Barcu bin bvivamus ba bnullam beu ba bin bleo ba.,6-Mar-17,515,209,200
17,HMX073,Bdiam bve ba ba bhabitasse ba.,6-Mar-17,629,,
17,UYZ958,Berat bad ba bnon.,6-Mar-17,629,,
17,WXK853,Beget bet ba bid ba ba ba bad.,6-Mar-17,409,,
17,FIX581,Bnibh beu.,6-Mar-17,409,,
17,ALP937,Bdiam bin ba.,6-Mar-17,511,,
17,WXK853,Bamet bve ba bnibh ba ba btaciti beu bmattis bquis.,6-Mar-17,409,,
17,UYZ958,Bnibh bve.,6-Mar-17,629,205,200
17,MBP046,Barcu bad ba ba btortor but bad bper bvarius.,6-Mar-17,209,,
17,IBA235,Bnunc bat ba bat.,6-Mar-17,209,,
17,ALP937,Bnunc beu bac bduis ba bneque bduis ba ba ba bhymenaeos bpurus beu.,6-Mar-17,511,,
17,HRY673,Borci bad ba ba bve belit ba ba beu bac bmi.,6-Mar-17,507,,
17,WXK853,Burna bac ba ba bipsum bac bsemper bclass.,6-Mar-17,409,,
17,HRY673,Bnisl bad ba.,6-Mar-17,507,,
17,WXK853,Bquam bve blaoreet bvitae berat bduis btaciti bnam ba bodio bnam ba ba bdolor bat.,6-Mar-17,409,,
17,SLP187,Bnunc bid.,6-Mar-17,629,,
17,MBP046,Burna bve ba beget ba bplatea bve ba beu bsem.,6-Mar-17,209,,
17,WXK853,Bnisi bat.,6-Mar-17,409,,
17,HRY673,Bnunc bac ba bquis ba bsed.,6-Mar-17,507,401,400
17,UYZ958,Bquis bat ba.,6-Mar-17,629,,
17,HRY673,Barcu bve bin bnon brutrum but ba.,6-Mar-17,507,,
17,WXK853,Belit bet ba ba ba bid blectus bmorbi bmassa.,6-Mar-17,409,,
17,ALP937,Bpede beu ba bleo ba ba ba.,6-Mar-17,511,,
17,MQH836,Beget bid ba bdis bconvallis burna bac.,6-Mar-17,509,,
17,MQH836,Beros bat ba bamet ba.,6-Mar-17,509,,
17,HQD748,Bdiam bac ba bhac bve ba bsem bmorbi.,6-Mar-17,409,,
17,SOU593,Bquam beu baliquet betiam ba ba.,6-Mar-17,409,,
17,CVE258,Bquam bmi ba btempor.,6-Mar-17,515,503,500
17,CSD174,Bamet beu ba bat bmagnis ba bsed ba.,6-Mar-17,513,,
17,QVS392,Bdiam bve ba ba bve ba.,6-Mar-17,629,,
17,QVS392,Bodio beu ba ba ba ba bmi but bac bodio bnon beu bquis bnon.,6-Mar-17,629,,
17,WXK853,Bduis bve.,6-Mar-17,409,,
17,UYZ958,Bante bat beu.,6-Mar-17,629,,
17,HRY673,Benim bve bid ba bnam binteger bfelis.,6-Mar-17,507,,
17,HRY673,Bcras bmi bet ba bnam ba bmattis betiam bhac bsem ba.,6-Mar-17,507,,
17,HRY673,Barcu but ba bdonec betiam ba bmolestie ba.,6-Mar-17,507,,
17,MBP046,Berat bmi ba bcum bdolor binceptos.,6-Mar-17,209,,
17,WMR075,Burna bad.,6-Mar-17,629,,
17,FHL057,Bamet bet ba bodio ba baliquam bsem ba bvel ba bsed ba blorem.,6-Mar-17,209,,
17,MBP046,Beros beu ba ba ba ba bvelit bet ba bodio.,6-Mar-17,209,,
17,WMR075,Bdiam bve bmi ba ba btortor ba beget.,6-Mar-17,629,,
17,FHL057,Bdiam beu ba bsemper blacinia ba.,6-Mar-17,209,,
17,WMR075,Bquam bac ba ba bfames ba ba.,6-Mar-17,629,,
17,ELI075,Bnisl but.,6-Mar-17,517,,
17,WMR075,Borci bac ba ba belit bnisl bsed.,6-Mar-17,629,,
17,HRY673,Bamet bve.,6-Mar-17,507,,
17,WMR075,Bante bmi bat.,6-Mar-17,629,,
17,WMR075,Berat bat ba ba bat bve bmi.,6-Mar-17,629,,
17,YPV702,Bduis bin ba ba bcum ba ba.,6-Mar-17,515,,
17,VQD376,Bpede beu bin ba bsed bnostra bconubia ba blaoreet bcommodo ba.,6-Mar-17,409,,
17,JYI091,Bamet bat bnatoque bmagna bid ba ba ba bnisi ba ba bconvallis bnon.,6-Mar-17,513,,
17,BRL042,Benim bac ba bduis bnam ba ba ba bin burna bmus ba.,6-Mar-17,209,,
17,IXM739,Beros bat bve bet ba.,6-Mar-17,409,,
17,IXM739,Beget bmi but bante.,6-Mar-17,409,,
17,AKC912,Bnibh bid.,6-Mar-17,507,,
17,IXM739,Borci bac ba ba bnibh ba bmorbi bpellentesque benim bvarius ba but ba beu btortor.,6-Mar-17,409,,
17,MRI015,Bnunc bmi bad ba ba beros ba brisus bodio.,6-Mar-17,509,,
17,AKC912,Bdiam bad ba.,6-Mar-17,507,,
17,TPD286,Bduis bac.,6-Mar-17,511,,
17,MRI015,Bdiam beu benim bmattis ba beu bmontes ba ba beros.,6-Mar-17,509,,
17,TPD286,Bcras bmi bviverra beros ba ba ba ba.,6-Mar-17,511,,
17,ETO603,Bduis beu ba ba bac bsem bnon beget ba.,6-Mar-17,515,,
17,EJO928,Benim bac bet bsed but bid best brisus bclass bid ba ba.,6-Mar-17,409,,
17,AKC912,Bpede bmi.,6-Mar-17,507,,
17,AKC912,Beros bin ba bduis beu ba bin ba ba.,6-Mar-17,507,,
17,BRL042,Bante beu ba but ba bnec beros belit.,6-Mar-17,209,,
17,SYB619,Borci bad ba.,6-Mar-17,517,,
17,PRA475,Beget bad beu bhac bleo ba bper bvitae ba ba.,6-Mar-17,409,,
17,PRA475,Bquam bet ba bhabitasse.,6-Mar-17,409,,
17,TCS146,Bante bve ba ba bprimis borci bmi ba.,6-Mar-17,629,,
17,TCS146,Barcu bid ba bsit ba bblandit.,6-Mar-17,629,,
17,DFZ024,Bodio but ba ba.,6-Mar-17,629,,
17,MVW427,Bduis but ba ba bnisi bsed bad ba beu bfermentum.,6-Mar-17,409,,
17,TFU306,Barcu beu ba.,6-Mar-17,629,607,600
17,MVW427,Bnunc bin ba.,6-Mar-17,409,,
17,TFU306,Bquam bat ba.,6-Mar-17,629,,
17,TFU306,Bnisl bac.,6-Mar-17,629,,
17,TFU306,Bdiam bat.,6-Mar-17,629,,
17,TFU306,Belit bve ba bvitae bac ba ba ba btellus bleo baliquet bnetus but ba.,6-Mar-17,629,,
17,TFU306,Bcras bad ba bmi bmorbi ba.,6-Mar-17,629,,
17,TFU306,Benim bad bcommodo ba bauctor ba ba ba.,6-Mar-17,629,,
17,LWK693,Bdiam beu ba bnibh ba.,6-Mar-17,629,,
17,LWK693,Berat bet.,6-Mar-17,629,,
17,LWK693,Bnibh bet bat bve ba bnec best ba ba ba bquis ba bplacerat ba ba bsed ba bdui ba.,6-Mar-17,629,,
17,TCS146,Bquis bmi.,6-Mar-17,517,,
17,TCS146,Bnisi but ba bturpis ba bnon ba.,6-Mar-17,517,,
17,TCS146,Bante bet ba ba bquisque ba.,6-Mar-17,517,,
17,FTO836,Bcras bid ba ba ba bet bat bad bfelis bpotenti bsem betiam.,6-Mar-17,517,,
17,FTO836,Bodio bve ba but bad ba ba.,6-Mar-17,517,,
17,FTO836,Bquam bac bet bve bplatea ba but bnostra ba ba.,6-Mar-17,517,,
17,INV475,Benim bad beu beni bornare bac ba bdui bprimis.,6-Mar-17,607,,
17,OQA530,Barcu but ba bvel ba ba beu bcongue barcu bin ba bin ba.,6-Mar-17,517,,
17,KWT597,Berat bve ba bligula belit ba ba ba bnon blectus but.,6-Mar-17,629,,
17,OQA530,Bpede bat.,6-Mar-17,517,,
17,KWT597,Berat bve but.,6-Mar-17,629,,
17,OQA530,Bcras bac.,6-Mar-17,517,,
17,KWT597,Bquam bat ba ba ba begestas ba.,6-Mar-17,629,,
17,KWT597,Bquam bet bin beget ba bnulla bpellentesque.,6-Mar-17,629,,
17,OQA530,Bodio bin ba ba best btellus bet.,6-Mar-17,517,,
17,KWT597,Bquam bet.,6-Mar-17,629,,
17,KWT597,Berat bat ba berat.,6-Mar-17,629,,
17,DFZ024,Benim bin ba bvel.,6-Mar-17,517,,
17,KWT597,Bnisl bet ba.,6-Mar-17,629,,
17,DFZ024,Bnunc bid ba bmi bdictum bvelit bad blorem ba.,6-Mar-17,517,,
17,KWT597,Bnibh bet ba blorem.,6-Mar-17,629,,
17,DFZ024,Benim bve blaoreet.,6-Mar-17,517,,
17,DFZ024,Bpede bet ba ba ba beu bdis.,6-Mar-17,517,,
17,OQA530,Burna bac ba bnullam bsed bvel.,6-Mar-17,669,,
17,LTP597,Belit but.,7-Mar-17,107,,
17,LTP597,Bnisi beu ba bultricies bsit bat bduis ba ba.,7-Mar-17,107,,
17,LTP597,Beros but.,7-Mar-17,107,,
17,LTP597,Benim beu ba bper ba ba ba ba bconubia ba bquisque best bat ba ba.,7-Mar-17,107,,
17,LTP597,Bcras bat.,7-Mar-17,107,,
17,LTP597,Bamet bet.,7-Mar-17,107,,
17,MBF976,Bcras bid bat ba barcu bnon ba betiam.,7-Mar-17,607,,
17,MBF976,Bdiam bet ba.,7-Mar-17,607,,
17,MBF976,Bamet bid ba bid ba bnam bmagna ba bmetus bin bad beni ba but btincidunt btempor bdis.,7-Mar-17,607,,
17,MBF976,Bante bin.,7-Mar-17,607,,
17,MBF976,Bpede bet ba bnisl ba berat ba ba bsociosqu bnibh ba bipsum ba.,7-Mar-17,607,,
17,MBF976,Beros bid.,7-Mar-17,607,,
17,SGN329,Bnisl bin ba ba bcum bsed ba ba ba bat bac.,7-Mar-17,629,,
17,FTO836,Bnibh bmi ba bat ba bmorbi bnibh.,7-Mar-17,629,,
17,SGN329,Beros but ba.,7-Mar-17,629,,
17,FTO836,Bodio but ba beu bvel bad blectus.,7-Mar-17,629,,
17,FTO836,Beros bet ba burna btempor ba ba ba ba bsem bcras.,7-Mar-17,629,,
17,FTO836,Bnibh beu bquam bnibh beu ba.,7-Mar-17,629,,
17,DFZ024,Barcu bin.,7-Mar-17,629,,
17,EUB580,Barcu bid bpretium bmolestie bcum ba.,7-Mar-17,107,,
17,FGR216,Bquam bet ba ba bporta ba.,7-Mar-17,629,,
17,XSF309,Bnibh bad ba ba.,7-Mar-17,629,207,200
17,FGR216,Burna bat ba bnetus bin ba ba.,7-Mar-17,629,,
17,FGR216,Bante bet ba ba bmagna bin.,7-Mar-17,629,,
17,XSF309,Barcu beu ba bdiam ba ba.,7-Mar-17,629,511,500
17,XSF309,Bnibh bid ba ba bconvallis bsem bat.,7-Mar-17,629,,
17,XSF309,Beros bve ba btempor.,7-Mar-17,629,,
17,FGR216,Bcras bin ba bve blectus ba.,7-Mar-17,629,,
17,FGR216,Bnunc bad ba bvitae.,7-Mar-17,629,,
17,FGR216,Bamet beu bve.,7-Mar-17,629,,
17,EUB580,Bdiam bin.,7-Mar-17,107,,
17,FGR216,Berat bin ba bcursus bmagna ba blorem bad ba ba.,7-Mar-17,629,,
17,GBP392,Bnibh bad but.,7-Mar-17,607,,
17,GBP392,Belit bid bac bfames ba bdonec.,7-Mar-17,607,,
17,GBP392,Bante bac ba ba ba bconubia.,7-Mar-17,607,,
17,GBP392,Burna bve ba ba ba ba badipiscing.,7-Mar-17,607,,
17,GBP392,Bnunc bet ba bamet bdictum bipsum ba bsit bclass bmagna bconsectetuer.,7-Mar-17,607,,
17,GBP392,Bdiam bac.,7-Mar-17,607,,
17,GBP392,Bante bid.,7-Mar-17,607,,
17,QVS392,Bcras beu ba ba bac ba.,7-Mar-17,607,,
17,EUB580,Beros beu ba bdictum bvel bnetus btempor bsed btortor.,7-Mar-17,107,,
17,EUB580,Bante bve ba bmattis baccumsan bat bnon bin.,7-Mar-17,107,,
17,QVS392,Bpede but bet bin.,7-Mar-17,607,,
17,ODU307,Bduis bin.,7-Mar-17,107,,
17,QME682,Beros bmi.,7-Mar-17,629,,
17,QME682,Bnisl but ba bat bfaucibus ba bnec bcurae baliquam bleo bnetus.,7-Mar-17,629,,
17,ODU307,Beros bid ba bmauris.,7-Mar-17,107,,
17,WDM529,Burna bve ba bpurus ba bsollicitudin bper.,7-Mar-17,629,,
17,WDM529,Bnunc but ba ba ba beu.,7-Mar-17,629,,
17,WDM529,Bnibh beu ba ba beu ba bnostra.,7-Mar-17,629,,
17,EQK798,Bnisl bet ba.,7-Mar-17,515,,
17,EQK798,Barcu bat ba borci bve ba belit ba ba bcum ba bcommodo.,7-Mar-17,515,,
17,OQA530,Bquam bet ba ba bat bac bmus.,7-Mar-17,629,,
17,OQA530,Bdiam bad ba bsem bante bnibh bnec ba.,7-Mar-17,629,,
17,OQA530,Bnisl but.,7-Mar-17,629,,
17,OQA530,Berat bet bvivamus ba bmagnis.,7-Mar-17,629,,
17,ODU307,Beget bid ba bad ba ba bve.,7-Mar-17,107,,
17,ODU307,Bpede bat ba bet.,7-Mar-17,107,,
17,PYH561,Bquam bac bmi ba bvivamus bcubilia ba.,7-Mar-17,607,,
17,PYH561,Bdiam bad ba ba bve ba ba bet ba bdignissim.,7-Mar-17,607,,
17,PYH561,Beget bmi ba bcum bneque bfelis ba bnascetur ba ba bnec bcras.,7-Mar-17,607,,
17,JGV965,Bduis bat ba bsapien bporta bet bamet.,7-Mar-17,629,,
17,JGV965,Bnisl beu ba bin but bcras ba ba.,7-Mar-17,629,,
17,JGV965,Borci bat ba bid.,7-Mar-17,629,,
17,JGV965,Burna bet ba ba ba bve bin bad bquam.,7-Mar-17,629,,
17,JGV965,Beget bad ba.,7-Mar-17,629,,
17,EPB160,Barcu bmi.,7-Mar-17,629,,
17,JGV965,Borci bat ba bcras ba beni ba bat but bnon bamet.,7-Mar-17,629,,
17,EPB160,Bnibh bmi ba.,7-Mar-17,629,,
17,EPB160,Bodio bin ba bsed ba.,7-Mar-17,629,,
17,JYI091,Bquam bmi.,7-Mar-17,513,209,200
17,EPB160,Bante bad ba ba.,7-Mar-17,629,,
17,BEC741,Bnibh bac bpretium blobortis bvel ba ba bac.,7-Mar-17,629,,
17,BEC741,Barcu bid ba bhac bvel bat berat ba bet ba bnisl.,7-Mar-17,629,,
17,BEC741,Bnisi bid.,7-Mar-17,629,,
17,BEC741,Belit bid ba bcurae bve ba bnec bin ba ba ba bornare ba beu bdictum.,7-Mar-17,629,,
17,WXK853,Bquam but ba ba bvel berat ba bturpis bnam bmollis.,7-Mar-17,413,,
17,IQS845,Burna bad but bsem bid btortor barcu bat but.,7-Mar-17,507,413,400
17,BEM390,Beros beu ba bvarius ba beu.,7-Mar-17,517,,
17,IQS845,Beros but.,7-Mar-17,507,411,400
17,IQS845,Burna beu bac bmi ba.,7-Mar-17,507,401,400
17,IQS845,Bnunc but ba ba bnibh ba ba ba.,7-Mar-17,507,,
17,IQS845,Bnunc bid ba ba ba bac beros ba.,7-Mar-17,507,405,400
17,TQL981,Bduis bmi.,7-Mar-17,511,,
17,IQS845,Bquis but.,7-Mar-17,507,,
17,LMN504,Bamet bad.,7-Mar-17,209,,
17,TQL981,Bnunc bin ba but ba bac blitora ba.,7-Mar-17,511,,
17,IQS845,Bpede bet.,7-Mar-17,507,409,400
17,LMN504,Bnibh beu.,7-Mar-17,209,,
17,PEK163,Bnibh bac bid.,7-Mar-17,517,503,500
17,LMN504,Berat bet ba ba.,7-Mar-17,209,,
17,AMZ845,Bante bat bid ba bad bid ba benim ba bnullam ba bpellentesque bper.,7-Mar-17,409,,
17,PEK163,Bamet bve ba.,7-Mar-17,517,507,500
